name,operator,lat,lon,state,city,county
Amazon Web Services us-west-2,Amazon Web Services,45.841373,-119.6579323,Oregon,Boardman,Morrow County
Centeris SH2 Build-to-Suit,,47.1589163,-122.2798634,WA,Puyallup,Pierce County
Centeris SH1 Colocation,,47.1608506,-122.2792463,WA,Puyallup,Pierce County
Ascent - Atlanta Data Center,Ascent,34.0570922,-84.273003,Georgia,Alpharetta,Fulton County
Microsoft TRP2,Microsoft,29.411987,-98.8039948,Texas,,Bexar County
Microsoft TRP1,Microsoft,29.4120123,-98.8027302,Texas,,Bexar County
CyrusOne Quincy,CyrusOne,47.243847,-119.869669,Washington,Quincy,Grant County
Digital Realty ACC7,Digital Realty,39.017472,-77.4656752,VA,Ashburn,Loudoun County
NTT Ashburn VA3 Data Center,NTT,39.017225,-77.4703718,VA,Ashburn,Loudoun County
Digital Realty ACC9,Digital Realty,39.0154331,-77.4673732,Virginia,,Loudoun County
Flexential Dallas - Plano,Flexential,33.007033,-96.6663507,TX,Plano,Collin County
,,35.5870542,-81.2602838,North Carolina,Maiden,Catawba County
Expedient Milwaukee,,42.8631424,-87.9778759,WI,Franklin,Milwaukee County
Amazon Web Services,Amazon IAD85,38.7793815,-77.5417245,Virginia,,Prince William County
Oxford Networks,FirstLight,43.8951573,-69.9234342,ME,Brunswick,Cumberland County
,Meta,40.0684176,-82.7503131,Ohio,New Albany,Licking County
Rice Data Center,,29.6581451,-95.4433121,TX,Houston,Harris County
Facebook Fort Worth Datacenter,Meta,32.9849203,-97.2550451,Texas,Fort Worth,Tarrant County
Amazon Web Services,Amazon Web Services,40.0611521,-83.1351729,Ohio,Hilliard,Franklin County
Microsoft Boydton Data Center,Microsoft,36.6859202,-78.3764101,Virginia,,Mecklenburg County
Centeris,,47.1593535,-122.2794262,Washington,Puyallup,Pierce County
Iron Mountain AZP-2,Iron Mountain,33.4521575,-111.9772945,AZ,Phoenix,Maricopa County
Bank of America Data Center,,37.4960545,-77.2381821,Virginia,,Henrico County
Amazon IAD68,Amazon Web Services,38.9486869,-77.5209516,Virginia,Arcola,Loudoun County
Amazon IAD81,Amazon Web Services,38.9483877,-77.5218303,Virginia,Arcola,Loudoun County
Google,Google,38.9432045,-77.5243301,Virginia,Arcola,Loudoun County
Amazon IAD120,Amazon Web Services,38.9579165,-77.4980579,Virginia,,Loudoun County
Amazon IAD121,Amazon Web Services,38.9567768,-77.4977837,Virginia,,Loudoun County
Microsoft,Microsoft,47.2376618,-119.8875314,Washington,Quincy,Grant County
Microsoft,Microsoft,47.2376316,-119.8832191,Washington,Quincy,Grant County
Microsoft,Microsoft,47.2367215,-119.8833349,Washington,Quincy,Grant County
Microsoft,Microsoft,47.2367372,-119.8874324,Washington,Quincy,Grant County
Vantage WA12,,47.2539697,-119.8136985,Washington,Quincy,Grant County
,,39.0120268,-77.4715605,Virginia,,Loudoun County
,,38.9995402,-77.4498559,Virginia,Sterling,Loudoun County
,,38.7908136,-77.5484173,Virginia,Manassas,Prince William County
Amazon IAD58,Amazon Web Services,38.9863003,-77.4418855,Virginia,,Loudoun County
Amazon IAD57,Amazon Web Services,38.9869931,-77.4426325,Virginia,,Loudoun County
Amazon IAD64,Amazon Web Services,38.8151324,-77.6529193,VA,Haymarket,Prince William County
,Amazon,38.8159745,-77.6525395,Virginia,Haymarket,Prince William County
Amazon PDX57/60,Amazon Web Services,45.9138823,-119.2676514,Oregon,Umatilla,Umatilla County
Amazon Web Services us-west-2,Amazon Web Services,45.8411742,-119.6554491,Oregon,Boardman,Morrow County
Amazon Web Services us-west-2,Amazon Web Services,45.853786,-119.6300361,Oregon,Boardman,Morrow County
Amazon Web Services us-west-2,Amazon Web Services,45.8466554,-119.6037093,Oregon,,Morrow County
Pacific City CLS (TL),Tillamook Lightwave,45.2145347,-123.9676741,OR,Pacific City,Tillamook County
Nedonna Beach CLS,Alaska Communications (ACS),45.6414778,-123.9379309,OR,Rockaway Beach,Tillamook County
Google Taylor Lake Data Center,Google,45.6385144,-121.2020627,Oregon,The Dalles,Wasco County
QTS Ashburn 1,Quality Technology Services,38.9995277,-77.4501109,VA,Sterling,Loudoun County
Digital Realty Northern Virginia IAD40,Digital Realty,39.0064789,-77.4673854,VA,Ashburn,Loudoun County
Digital Realty Northern Virginia IAD39,Digital Realty,39.0076143,-77.4676305,VA,Ashburn,Loudoun County
Digital Realty ACC10,Digital Realty,39.0126563,-77.4656035,Virginia,,Loudoun County
,GI Partners,39.0006465,-77.4398077,VA,Sterling,Loudoun County
Vantage VA11,Vantage Data Centers,39.0023794,-77.4376878,VA,Sterling,Loudoun County
Amazon IAD90,Amazon Web Services,38.9886031,-77.4116516,VA,Sterling,Loudoun County
Amazon IAD91,Amazon Web Services,38.9878471,-77.4111191,VA,Sterling,Loudoun County
Amazon IAD92,Amazon Web Services,38.9869426,-77.4104754,VA,Sterling,Loudoun County
Amazon IAD144,Amazon Web Services,38.981635,-77.4274289,VA,Sterling,Loudoun County
CyrusOne NVA8,CyrusOne,39.0211789,-77.4132443,VA,Sterling,Loudoun County
Amazon IAD98,Amazon Web Services,39.0202249,-77.4338857,Virginia,Dulles Town Center,Loudoun County
Amazon IAD99,Amazon Web Services,39.0191689,-77.4340299,Virginia,Dulles Town Center,Loudoun County
Amazon IAD114,Amazon Web Services,39.035494,-77.4506986,Virginia,Ashburn,Loudoun County
Amazon IAD115,Amazon Web Services,39.0362941,-77.4497948,Virginia,Kincora,Loudoun County
Amazon IAD65,Amazon Web Services,38.9170108,-77.4943665,Virginia,South Riding,Loudoun County
Amazon IAD150,Amazon Web Services,38.9160727,-77.4772491,Virginia,South Riding,Loudoun County
,,35.0483475,-106.5421546,New Mexico,,Bernalillo County
Stonewall Creek Business Park,Google,39.051467,-77.5394376,VA,Leesburg,Loudoun County
,,44.2872771,-120.8702162,Oregon,Prineville,Crook County
,,44.2936872,-120.8815985,Oregon,Prineville,Crook County
Amazon PDX80,Amazon Web Services,45.797809,-119.3666157,Oregon,,Umatilla County
QTS Richmond Data Center,Quality Technology Services,37.4888994,-77.2459433,VA,Sandston,Henrico County
,,39.0154219,-77.4782699,Virginia,,Loudoun County
Google Montgomery Data Center,Google LLC,36.6282547,-87.2601021,TN,Clarksville,Montgomery County
Google Data Center,Google,39.0526328,-77.5395732,Virginia,,Loudoun County
,University Corporation for Atmospheric Research,41.1285628,-104.8968815,Wyoming,Cheyenne,Laramie County
Centersquare Atlanta ATL1,,33.7442217,-84.5812119,GA,Lithia Springs,Douglas County
,,30.207113,-97.7006616,Texas,Austin,Travis County
,,30.2059357,-97.6979411,Texas,Austin,Travis County
Digital Realty CH3,Digital Realty,41.9943531,-87.9649422,IL,Elk Grove Village,DuPage County
Digital Realty CH2,Digital Realty,41.9945332,-87.9577513,IL,Elk Grove Village,Cook County
DataBank Plano Data Center,,33.087741,-96.8152181,TX,Plano,Collin County
Equinix Secaucus NY6,Equinix,40.7775486,-74.0726876,New Jersey,Secaucus,Hudson County
CoreSite Secaucus Campus,CoreSite,40.7842844,-74.0652426,New Jersey,Secaucus,Hudson County
Google Data Center,Google,38.943321,-77.5261637,Virginia,Arcola,Loudoun County
Skybox Houston One,Skybox,29.802893,-95.7553386,Texas,,Harris County
Google Jackson County Data Center,Google LLC,34.9146647,-85.7483715,Alabama,,Jackson County
PSE&G Delivery Emergency Response Center,PSE&G,40.5798956,-74.5194023,New Jersey,Bridgewater Township,Somerset County
T5 Charlotte Campus,,35.2504249,-81.395039,NC,Kings Mountain,Cleveland County
Epic / Mayo Data Center,,44.0707955,-92.5221323,MN,Rochester,Olmsted County
STACK New Albany,,40.1063006,-82.8007623,Ohio,New Albany,Franklin County
Choctaw Nation of Oklahoma Data Center,Choctaw Nation of oklahoma,33.9716849,-96.4028488,OK,Durant,Bryan County
QTS Data Center Bld 1,Quality Technology Services,45.5588149,-122.9277661,Oregon,Hillsboro,Washington County
,,40.5843719,-74.2433813,NJ,Carteret,Middlesex County
Flexential Salt Lake City - Downtown,Flexential,40.7563065,-111.9548375,UT,Salt Lake City,Salt Lake County
Oregon State Data Center,State of Oregon,44.9265658,-123.001847,OR,Salem,Marion County
Digital Realty PDX11 Data Center,Digital Realty,45.5679542,-122.9167725,OR,Hillsboro,Washington County
Flexential Fort Lauderdale,Flexential,26.1900857,-80.1932967,FL,Fort Lauderdale,Broward County
,,30.1777082,-95.486593,Texas,The Woodlands,Montgomery County
Amazon IAD145,Amazon Web Services,38.9825519,-77.4246299,VA,Sterling,Loudoun County
Amazon Web Services IAD117,Amazon Web Services,39.0236982,-77.4190947,VA,Sterling,Loudoun County
Amazon Web Services IAD116,Amazon Web Services,39.0243461,-77.4204393,VA,Sterling,Loudoun County
Flexential Las Vegas - North,Flexential,36.2481633,-115.1012553,NV,North Las Vegas,Clark County
,,33.9533733,-98.5247859,TX,Wichita Falls,Wichita County
,,44.0474074,-121.3285496,Oregon,Bend,Deschutes County
,,42.9687271,-83.779585,MI,Flint,Genesee County
,,40.5993632,-74.7096745,New Jersey,Branchburg Township,Somerset County
,,40.5997411,-74.7100727,New Jersey,Branchburg Township,Somerset County
Meta,Meta,34.8302786,-106.7801283,NM,Los Lunas,Valencia County
iGLASS Networks,,35.766751,-78.7839874,NC,Cary,Wake County
Central Office,AT&T,42.8336437,-88.7339975,WI,Whitewater,Walworth County
,,46.3321316,-113.2926719,Montana,Philipsburg,Granite County
Vital Records,,40.5280718,-74.6828163,New Jersey,Hillsborough Township,Somerset County
Verizon Wireless NE Headquarters,,40.5556094,-74.7055199,New Jersey,Branchburg Township,Somerset County
Meta Henrico Data Center,Meta,37.4839132,-77.2373305,Virginia,,Henrico County
,Involta,44.2044349,-88.3449304,Wisconsin,Village of Harrison,Calumet County
,,44.2990903,-120.8794444,Oregon,Prineville,Crook County
,,44.3012584,-120.889891,Oregon,,Crook County
,US Signal,42.2353267,-83.4441406,Michigan,Van Buren Charter Township,Wayne County
,,39.5677144,-119.5423627,Nevada,,Washoe County
,,39.567501,-119.5432095,Nevada,,Washoe County
,,39.5671605,-119.5443883,Nevada,,Washoe County
,,39.5669208,-119.5452269,Nevada,,Washoe County
,,39.5657583,-119.5479741,Nevada,,Washoe County
,,39.5651062,-119.5476898,Nevada,,Washoe County
Tennessee Processing Center LLC,,36.2156443,-86.7840012,Tennessee,Nashville,Davidson County
Allentown-TekPark,,40.5442553,-75.6543694,Pennsylvania,Upper Macungie Township,Lehigh County
Meta,Meta,34.83028,-106.7764607,NM,Los Lunas,Valencia County
,,39.5590684,-104.8335336,CO,Englewood,Douglas County
PG&E Datacenter,,38.2462382,-122.0671844,CA,Fairfield,Solano County
CyrusOne PHX6,CyrusOne,33.2676301,-111.8825116,AZ,Chandler,Maricopa County
Facebook Altoona Data Center 4,Meta,41.6677428,-93.5164071,Iowa,Altoona,Polk County
Digital Realty IAD41 (Building P),Digital Realty,39.0088059,-77.4582358,VA,Ashburn,Loudoun County
Amazon IAD118,Amazon Web Services,39.0185086,-77.4388362,Virginia,,Loudoun County
Aligned Ashburn,Aligned,39.0136079,-77.4705563,Virginia,,Loudoun County
Equinix Ashburn DC15,Equinix,39.0225001,-77.4502558,VA,Ashburn,Loudoun County
Sabey Intergate.Ashburn (Building A),Sabey Data Centers,39.0144996,-77.4799874,Virginia,,Loudoun County
NTT Ashburn VA5 Data Center,NTT,39.0183033,-77.472611,VA,Ashburn,Loudoun County
NTT Ashburn VA4 Data Center,NTT,39.0198684,-77.4725917,VA,Ashburn,Loudoun County
CloudHQ LC1,CloudHQ,39.0102471,-77.4626713,Virginia,,Loudoun County
CloudHQ LC2,CloudHQ,39.0117547,-77.4624592,Virginia,,Loudoun County
Amazon IAD146,Amazon Web Services,38.9967211,-77.4355972,Virginia,Sterling,Loudoun County
PHX-10,Microsoft,33.4079462,-112.3648297,AZ,Goodyear,Maricopa County
Equinix Ashburn DC21,Equinix,39.0118055,-77.45451,VA,Ashburn,Loudoun County
,,40.9512698,-73.897901,New York,City of Yonkers,Westchester County
,Meta,40.0657248,-82.7491176,Ohio,New Albany,Licking County
,,47.2370973,-119.895155,Washington,,Grant County
EdgeCore,,33.3441489,-111.619588,AZ,Mesa,Maricopa County
Comcast,Comcast,42.213902,-83.198214,MI,Southgate,Wayne County
SAP COS02,SAP,38.9889158,-104.7863291,Colorado,Colorado Springs,El Paso County
,,47.4072423,-120.213935,WA,East Wenatchee,Douglas County
Actapio,Actapio,47.4075084,-120.2140106,Washington,East Wenatchee,Douglas County
,,47.3921494,-120.2174624,Washington,,Douglas County
,,47.3917941,-120.2178774,Washington,East Wenatchee,Douglas County
,,47.3917569,-120.2175143,Washington,East Wenatchee,Douglas County
,,47.391759,-120.2169013,Washington,,Douglas County
Facebook Fort Worth Datacenter,Meta,32.9883157,-97.255111,Texas,Fort Worth,Tarrant County
Charles Schwab Data Center,,33.0045123,-97.2461412,Texas,Fort Worth,Denton County
Amazon IAD140,Amazon Web Services,38.9814552,-77.4175501,VA,Sterling,Loudoun County
Amazon IAD141,Amazon Web Services,38.9823877,-77.4167858,Virginia,Oak Grove,Loudoun County
1623 Farnam,News-Press & Gazette Company,41.257291,-95.9378494,NE,Omaha,Douglas County
Credit Suisse: Clifton Data Center,,40.83345,-74.1402187,New Jersey,Clifton,Passaic County
,,36.0327164,-86.637789,Tennessee,Nashville,Davidson County
HCA Information Technology & Services Data Center,,36.0326354,-86.6377169,Tennessee,Nashville,Davidson County
TierPoint,,35.9245097,-86.8556872,Tennessee,Franklin,Williamson County
Amazon Web Services,Amazon Web Services,40.1025733,-83.1996982,Ohio,Dublin,Franklin County
Amazon Web Services,Amazon Web Services,40.1035866,-83.199764,Ohio,Dublin,Franklin County
,,36.0234892,-86.7916196,Tennessee,Brentwood,Williamson County
Amazon IAD84,Amazon Web Services,38.8161031,-77.6524994,VA,Haymarket,Prince William County
StrongMind,,33.3426083,-111.8409621,Arizona,Chandler,Maricopa County
BB&T Data Center,,35.8393357,-78.3281352,North Carolina,Zebulon,Wake County
Microsoft,Microsoft,41.5167412,-93.7025134,Iowa,West Des Moines,Polk County
Microsoft,Microsoft,41.5158346,-93.702492,Iowa,West Des Moines,Polk County
Microsoft,Microsoft,41.5158177,-93.7063005,Iowa,West Des Moines,Polk County
Microsoft,Microsoft,41.5167061,-93.7063257,Iowa,West Des Moines,Polk County
Microsoft,Microsoft,41.5185012,-93.7063325,Iowa,West Des Moines,Polk County
Microsoft,Microsoft,41.5176108,-93.7063243,Iowa,West Des Moines,Polk County
Microsoft,Microsoft,41.5176423,-93.7024991,Iowa,West Des Moines,Polk County
Microsoft,Microsoft,41.5185369,-93.7025209,Iowa,West Des Moines,Polk County
Microsoft,Microsoft,41.4978557,-93.7870593,IA,West Des Moines,Warren County
Microsoft,Microsoft,41.4989008,-93.7870702,IA,West Des Moines,Warren County
Facebook Altoona Data Center 5,Meta,41.6711866,-93.5165942,Iowa,Altoona,Polk County
,Blockfusion,43.074831,-78.944809,NY,Niagara Falls,Niagara County
Lumen,Lumen Technologies,37.062799,-113.5447485,Utah,St. George,Washington County
Sungard Systems International,,33.4047759,-86.9115651,Alabama,Birmingham,Jefferson County
Myndshift Technologies,,33.4754208,-111.7191652,Arizona,Mesa,Maricopa County
ForceAmp.com,,41.7039984,-91.5870781,Iowa,Coralville,Johnson County
TierPoint - Charlotte Data Center,TierPoint,35.1731955,-80.928121,North Carolina,Charlotte,Mecklenburg County
SEGRA,,35.1800507,-80.9263597,NC,Charlotte,Mecklenburg County
Middletown Data Center,,39.0176781,-78.2909424,VA,Middletown,Frederick County
CoreSite Chicago Data Center (CH2),CoreSite,41.8627972,-87.6413012,IL,Chicago,Cook County
Norma Beach Cable Landing Station,Unity Cable System,47.8646928,-122.2841532,WA,Lynnwood,Snohomish County
,DirecTV,32.0927065,-110.7874236,AZ,Tucson,Pima County
Google,Google,36.0562713,-115.0085752,NV,Henderson,Clark County
Google,Google,36.0588155,-115.0088018,NV,Henderson,Clark County
Google,Google,34.9136673,-85.7474223,Alabama,,Jackson County
Google,Google,34.9136413,-85.7459237,Alabama,,Jackson County
,,39.050601,-77.5400225,Virginia,Goose Creek Village,Loudoun County
Google,Google,32.4421391,-97.0624648,Texas,Midlothian,Ellis County
Google,Google,32.4435639,-97.0633095,Texas,Midlothian,Ellis County
Google,Google,36.62459,-87.2612916,Tennessee,,Montgomery County
Google NBY-1,Google,40.0611606,-82.7643286,Ohio,New Albany,Franklin County
Meta Sarpy Data center,Meta,41.1235289,-96.1442004,Nebraska,Papillion,Sarpy County
Meta Sarpy Data center,Meta,41.1205515,-96.1445325,Nebraska,Papillion,Sarpy County
Google,Google,41.134992,-96.1467112,Nebraska,Papillion,Sarpy County
JPMorgan Chase,JPMorgan Chase,39.9891579,-105.0207261,CO,Broomfield,
Marquette-Adams Telephone Coop,,43.7821763,-89.5748406,Wisconsin,Oxford,Marquette County
Compass Data Center,,32.5387671,-96.8044586,TX,Red Oak,Ellis County
Amazon IAD119,Amazon Web Services,39.0169314,-77.4393886,Virginia,Sterling,Loudoun County
Flexential Portland - Hillsboro 4,Flexential,45.5553133,-122.9401317,OR,Hillsboro,Washington County
Stream Chicago II,Stream,41.9991244,-87.9577647,IL,Elk Grove Village,Cook County
STACK Chicago CHI01,Stack Infrastructure,42.006856,-87.9651767,Illinois,Elk Grove Village,Cook County
Stream Chicago I,Stream,42.0026304,-87.9511119,IL,Elk Grove Village,Cook County
Turnkey Internet,,42.7454447,-73.7592013,NY,Latham,Albany County
Microsoft,Microsoft,41.5406505,-93.8278773,Iowa,West Des Moines,Dallas County
,,35.5903924,-81.2645696,North Carolina,Maiden,Catawba County
Amazon Web Services,Amazon Web Services,40.0601472,-83.1349074,Ohio,Hilliard,Franklin County
Iron Mountain,,47.5946162,-117.5371477,Washington,,Spokane County
DBT Data - Harrisonburg Center,,38.4626027,-78.8567247,Virginia,Harrisonburg,
amnet Data Center,,41.0917847,-73.5166728,CT,Stamford,Western Connecticut Planning Region
,TierPoint,38.9406295,-94.7552326,Kansas,Lenexa,Johnson County
CloudHQ MCC1,CloudHQ,38.7170622,-77.4999396,Virginia,,Prince William County
Meta Forest City datacenter,Meta,35.3166121,-81.8251761,North Carolina,,Rutherford County
Facebook Forest City Data Center,Meta,35.3158249,-81.8243044,North Carolina,,Rutherford County
Amazon IAD128,Amazon Web Services,39.0160803,-77.4383818,Virginia,Sterling,Loudoun County
Microsoft,Microsoft,39.0747869,-77.564129,VA,Leesburg,Loudoun County
NTT Silicon Valley SV1 Data Center,NTT,37.3690532,-121.9553378,CA,Santa Clara,Santa Clara County
T5 Data Center,,34.0759225,-84.2643163,GA,Alpharetta,Fulton County
,BNYM,36.2153921,-86.7836293,Tennessee,Nashville,Davidson County
Microsoft Data Center,Microsoft,38.9495184,-77.5594451,Virginia,,Loudoun County
Arcola Tech Park,,38.9492681,-77.5556264,Virginia,,Loudoun County
Amazon IAD125,Amazon Web Services,38.9480895,-77.5605449,Virginia,,Loudoun County
Amazon IAD124,Amazon Web Services,38.9498954,-77.5604517,Virginia,,Loudoun County
Stack Infrastructure Portland 3 Data Center -Bld POR3a,Stack Infrastructure,45.5541322,-122.9379069,Oregon,Hillsboro,Washington County
,Quicken Loans,42.3261779,-83.0697687,MI,Detroit,Wayne County
Family History Center,The Church of Jesus Christ of Latter-day Saints,42.3172742,-111.304246,Idaho,Montpelier,Bear Lake County
,,36.3280739,-83.3767035,Tennessee,,Grainger County
42310 THUNDERBALL DR,True North Data Solutions,39.0441027,-77.5397106,VA,Leesburg,Loudoun County
QTS Data Center Bld 2,Quality Technology Services,45.5587993,-122.9297741,Oregon,Hillsboro,Washington County
Amazon PDX91,Amazon Web Services,45.8379238,-119.6883543,Oregon,Boardman,Morrow County
Amazon PDX92,Amazon Web Services,45.8375401,-119.6931286,Oregon,Boardman,Morrow County
Amazon Web Services us-west-2,Amazon Web Services,45.846655,-119.6056452,Oregon,,Morrow County
,,39.7295585,-104.7127829,CO,Aurora,Arapahoe County
,,43.0449439,-78.7492033,NY,Getzville,Erie County
QTS Data Center Bld 3,Quality Technology Services,45.5587842,-122.9318143,Oregon,Hillsboro,Washington County
QTS Data Center Bld 5,Quality Technology Services,45.5588073,-122.9351544,Oregon,Hillsboro,Washington County
QTS Data Center Bld 4,Quality Technology Services,45.5587955,-122.9330017,Oregon,Hillsboro,Washington County
Flexential Portland - Hillsboro 3,Flexential,45.5594805,-122.9382011,OR,Hillsboro,Washington County
,,42.675665,-87.9184055,Wisconsin,Mount Pleasant,Racine County
Lumen Cleveland,,41.5050658,-81.6577764,Ohio,Cleveland,Cuyahoga County
,,35.1794881,-80.5701825,North Carolina,Fairview,Union County
SU Green Data Center,Syracuse University,43.0120761,-76.1159253,NY,Onondaga,Onondaga County
,,33.1536001,-117.2388464,California,Vista,San Diego County
Amazon IAD163,Amazon Web Services,39.0323054,-77.4297021,VA,Dulles,Loudoun County
Johns Hopkins Data Center,,39.2935593,-76.5517314,Maryland,Baltimore,
Ebay,,40.5641125,-112.050635,Utah,West Jordan,Salt Lake County
Edgeconnex Data Center,EdgeConneX,38.5922987,-121.27744,CA,Rancho Cordova,Sacramento County
,,40.5242776,-74.547881,New Jersey,Franklin Township,Somerset County
,,33.4393768,-112.377048,AZ,Goodyear,Maricopa County
Omnis Network,,33.3944358,-111.9525168,AZ,Tempe,Maricopa County
Travelers Insurance,Travelers Insurance,41.1278718,-96.1450714,Nebraska,Papillion,Sarpy County
Flexential Nashville - Franklin,Flexential,35.9204203,-86.8155401,TN,Franklin,Williamson County
,,41.5580811,-93.5276562,Iowa,Pleasant Hill,Polk County
,,41.5581522,-93.528225,Iowa,Pleasant Hill,Polk County
,,36.0812515,-95.8541492,Oklahoma,Tulsa,Tulsa
Amazon IAD175,Amazon Web Services,38.9798678,-77.425476,Virginia,Sterling,Loudoun County
DLI ONE,DLI ONE,32.4982046,-84.8836237,GA,columbus,Muscogee County
,,32.4982544,-84.8835911,GA,columbus,Muscogee County
Amazon IAD147,Amazon Web Services,38.9950101,-77.4353604,Virginia,Sterling,Loudoun County
E-Foam,,28.5779418,-81.5645492,FL,Winter Garden,Orange County
,,41.4788147,-72.8010139,CT,Wallingford,South Central Connecticut Planning Region
SimpleHelix,,34.745431,-86.691883,Alabama,Huntsville,Madison County
CenturyLink,CenturyLink,44.9380753,-123.0337222,Oregon,Salem,Marion County
Digital Realty Atlanta ATL11,Digital Realty,33.7465605,-84.5797383,GA,Austell,Cobb County
Switch Data Center,Switch,33.7550251,-84.5872686,GA,Lithia Springs,Douglas County
Amazon Web Services,Amazon Web Services,40.0593252,-83.1346064,Ohio,Hilliard,Franklin County
Amazon Web Services,Amazon Web Services,40.0583089,-83.1340906,Ohio,Hilliard,Franklin County
Amazon Web Services,Amazon Web Services,40.0607795,-83.1327529,Ohio,,Franklin County
CyrusOne PHX7,,33.2663745,-111.8818937,AZ,Chandler,Maricopa County
CyrusOne PHX4,CyrusOne,33.268778,-111.8825216,AZ,Chandler,Maricopa County
CyrusOne PHX5,CyrusOne,33.2697502,-111.8815838,AZ,Chandler,Maricopa County
Northwest Data Center and Communications Hub,,37.4334128,-122.1807076,California,Stanford,Santa Clara County
Digital Crossroad,Digital Crossroad,41.7074166,-87.5202329,IN,Hammond,Lake County
CyrusOne NVA7,CyrusOne,39.0263152,-77.4340194,VA,Sterling,Loudoun County
Switch Las Vegas 10,,36.0555857,-115.2230608,Nevada,Enterprise,Clark County
Amazon IAD174,Amazon Web Services,39.0289143,-77.4274784,VA,Dulles,Loudoun County
Amazon IAD164,Amazon Web Services,39.0304712,-77.4289455,VA,Dulles,Loudoun County
Vantage VA12,Vantage Data Centers,39.001791,-77.438057,VA,Sterling,Loudoun County
Microsoft,Microsoft,39.0755079,-77.5630354,VA,Leesburg,Loudoun County
Verizon Wireless Mew Building,,32.9720407,-97.1567144,Texas,Southlake,Tarrant County
,,40.5433323,-74.5383736,New Jersey,Franklin Township,Somerset County
Amazon IAD152,Amazon Web Services,38.9165716,-77.479733,Virginia,South Riding,Loudoun County
Amazon IAD151,Amazon Web Services,38.9161469,-77.4786956,Virginia,South Riding,Loudoun County
Amazon IAD83,Amazon Web Services,38.9479489,-77.5230989,Virginia,Arcola,Loudoun County
Amazon Web Services,Amazon Web Services,38.9465392,-77.5221879,Virginia,Arcola,Loudoun County
Amazon IAD122,Amazon Web Services,38.9558707,-77.4971865,Virginia,,Loudoun County
CyrusOne Sterling IX,CyrusOne,38.9583257,-77.5057277,Virginia,,Loudoun County
Iron Mountain VA-2,,38.7772373,-77.5459965,Virginia,Linton Hall,Prince William County
Iron Mountain VA-1,,38.777963,-77.5471012,Virginia,Linton Hall,Prince William County
Amazon Web Services,Amazon IAD96,38.7801515,-77.5398838,Virginia,,Prince William County
Amazon Web Services,Amazon IAD95,38.7784509,-77.539427,Virginia,Bull Run,Prince William County
Amazon Web Services,Amazon IAD75,38.7793425,-77.542896,Virginia,,Prince William County
Amazon IAD102,Amazon Web Services,38.7359728,-77.5048957,Virginia,,Prince William County
Amazon IAD101,Amazon Web Services,38.7354375,-77.5057008,Virginia,,Prince William County
Amazon IAD100,Amazon Web Services,38.7345976,-77.5066419,Virginia,,Prince William County
CloudHQ MCC2,CloudHQ,38.7231919,-77.4989708,Virginia,,Prince William County
Rackspace Somerset NYC1,,40.5445265,-74.5377876,New Jersey,Franklin Township,Somerset County
Rackspace Belmont NYC2,,40.540843,-74.5374915,New Jersey,Franklin Township,Somerset County
Amazon Web Services,Amazon Web Services,38.7430518,-77.5333746,VA,Manassas,Prince William County
QTS Ashburn-Shellhorn DC1,Quality Technology Services,38.9980776,-77.4754706,Virginia,,Loudoun County
QTS Atlanta Data Center 2,Quality Technology Services,33.7776013,-84.4194463,GA,Atlanta,Fulton County
,,29.4190024,-98.7874813,Texas,,Bexar County
Microsoft TRP3 (SAT46),Microsoft,29.412977,-98.8063744,Texas,,Medina County
Microsoft,Microsoft,29.4157967,-98.803316,Texas,,Bexar County
Microsoft,Microsoft,29.4157956,-98.8045148,Texas,,Bexar County
Pewaukee Data Center,WE Energies,43.0513735,-88.216698,WI,Waukesha,Waukesha County
,,34.060998,-84.2740266,Georgia,Alpharetta,Fulton County
CenturyLink,,36.1829977,-115.0626696,Nevada,Las Vegas,Clark County
EdgeConneX PHX02 Data Center,EdgeConneX,33.3520091,-111.6475291,AZ,Mesa,Maricopa County
Amazon IAD601,Amazon Web Services,38.7788593,-77.5571158,Virginia,Linton Hall,Prince William County
Switch Edge 1,,36.0591345,-115.213688,Nevada,Enterprise,Clark County
Switch Las Vegas 4,Switch,36.143646,-115.076779,NV,Las Vegas,Clark County
Switch Las Vegas 5,Switch,36.1427635,-115.0766965,NV,Las Vegas,Clark County
T-Mobile Everglades MSO Data Center,,26.1849937,-80.2868773,FL,Sunrise,Broward County
EdgeConneX Data Center,EdgeConneX,45.5566213,-122.9122129,Oregon,Hillsboro,Washington County
Amazon Web Services  CMH53,Amazon Web Services,40.0936164,-82.7514553,Ohio,New Albany,Licking County
Amazon Web Services CMH56,Amazon Web Services,40.0965342,-82.7520513,Ohio,New Albany,Licking County
Amazon Web Services  CMH59,Amazon Web Services,40.0940462,-82.7474911,Ohio,New Albany,Licking County
Searcy Information Technologies,City of Searcy,35.2492161,-91.7409058,AR,Searcy,White County
Amazon Web Services,Amazon Web Services,38.9958502,-77.4712939,Virginia,,Loudoun County
Amazon Web Services,Amazon Web Services,38.9966044,-77.4732601,Virginia,,Loudoun County
Digital Loudoun Plaza,,39.0048431,-77.4851266,Virginia,Ashburn,Loudoun County
Digital Loudoun Plaza,,39.0016288,-77.4823625,Virginia,Ashburn,Loudoun County
AWS,,38.9811948,-77.4179044,Virginia,Sterling,Loudoun County
AWS,,38.9878898,-77.4111492,Virginia,Sterling,Loudoun County
